Date,Region,Local_Authority,Total_Parcels,Children_Parcels,Adult_Parcels,Referral_Source,Deprivation_Decile
2023-07-01,North West,Liverpool,1230,515,715,Housing Services,4
2023-07-01,North West,Preston,1343,433,910,Jobcentre Plus,4
2023-07-01,North West,Blackpool,1066,474,592,Jobcentre Plus,4
2023-07-01,Yorkshire,Leeds,1222,428,794,Health Services,5
2023-07-01,Yorkshire,Sheffield,655,230,425,Jobcentre Plus,2
2023-07-01,Yorkshire,Bradford,432,161,271,Health Services,4
2023-07-01,Yorkshire,Hull,1236,492,744,Jobcentre Plus,3
2023-07-01,West Midlands,Birmingham,962,360,602,Housing Services,4
2023-07-01,West Midlands,Coventry,725,235,490,Housing Services,2
2023-07-01,West Midlands,Wolverhampton,407,171,236,Other Agency,4
2023-07-01,West Midlands,Stoke,1040,382,658,Social Services,5
2023-07-01,East Midlands,Nottingham,566,180,386,Social Services,3
2023-07-01,East Midlands,Leicester,847,356,491,Jobcentre Plus,6
2023-07-01,East Midlands,Derby,838,339,499,School/College,6
2023-07-01,East Midlands,Lincoln,524,211,313,Housing Services,5
2023-07-01,East,Norwich,915,352,563,School/College,7
2023-07-01,East,Peterborough,727,315,412,,5
2023-07-01,East,Ipswich,788,343,445,Social Services,5
2023-07-01,East,Cambridge,939,410,529,Housing Services,8
2023-07-01,London,Tower Hamlets,791,321,470,Health Services,6
2023-07-01,London,Newham,1015,368,647,Jobcentre Plus,3
2023-07-01,London,Hackney,1389,558,831,Social Services,3
2023-07-01,London,Lambeth,919,276,643,Jobcentre Plus,5
2023-07-01,South East,Brighton,898,278,620,Housing Services,7
2023-07-01,South East,Portsmouth,570,243,327,Jobcentre Plus,6
2023-07-01,South East,Reading,295,115,180,Jobcentre Plus,5
2023-07-01,South East,Southampton,890,368,522,Jobcentre Plus,6
2023-07-01,South West,Bristol,435,144,291,Social Services,4
2023-07-01,South West,Plymouth,405,165,240,School/College,4
2023-07-01,South West,Exeter,331,104,227,Health Services,4
2023-07-01,South West,Gloucester,665,291,374,Health Services,7
2023-07-01,Wales,Cardiff,1244,539,705,Social Services,4
2023-07-01,Wales,Swansea,548,169,379,Health Services,3
2023-07-01,Wales,Newport,1510,545,965,Social Services,3
2023-07-01,Wales,Wrexham,1429,430,999,Self Referral,5
2023-07-01,Scotland,Glasgow,517,191,326,Other Agency,3
2023-07-01,Scotland,Edinburgh,810,250,560,Social Services,3
2023-07-01,Scotland,Aberdeen,750,314,436,School/College,3
2023-07-01,Scotland,Dundee,649,256,393,Jobcentre Plus,3
2023-08-01,North East,Newcastle,1018,441,577,Jobcentre Plus,1
2023-08-01,North East,Sunderland,1408,491,917,Jobcentre Plus,4
2023-08-01,North East,Middlesbrough,1613,550,1063,Jobcentre Plus,2
2023-08-01,North East,Durham,703,267,436,School/College,2
2023-08-01,North West,Manchester,542,167,375,Jobcentre Plus,2
2023-08-01,North West,Liverpool,871,298,573,Self Referral,4
2023-08-01,North West,Preston,516,201,315,Jobcentre Plus,3
2023-08-01,North West,Blackpool,1362,422,940,Housing Services,1
2023-08-01,Yorkshire,Leeds,447,197,250,Jobcentre Plus,2
2023-08-01,Yorkshire,Sheffield,553,218,335,Jobcentre Plus,3
2023-08-01,Yorkshire,Bradford,1196,508,688,Jobcentre Plus,4
2023-08-01,Yorkshire,Hull,1388,529,859,Self Referral,2
2023-08-01,West Midlands,Birmingham,1307,494,813,Jobcentre Plus,5
2023-08-01,West Midlands,Coventry,673,265,408,School/College,4
2023-08-01,West Midlands,Wolverhampton,445,175,270,Jobcentre Plus,2
2023-08-01,West Midlands,Stoke,945,346,599,Jobcentre Plus,5
2023-08-01,East Midlands,Nottingham,965,322,643,Jobcentre Plus,5
2023-08-01,East Midlands,Leicester,648,290,358,Housing Services,4
2023-08-01,East Midlands,Derby,666,234,432,Health Services,3
2023-08-01,East Midlands,Lincoln,604,218,386,Social Services,3
2023-08-01,East,Norwich,765,272,493,Social Services,7
2023-08-01,East,Peterborough,360,157,203,Jobcentre Plus,5
2023-08-01,East,Ipswich,406,177,229,Self Referral,6
2023-08-01,East,Cambridge,824,308,516,Social Services,6
2023-08-01,London,Tower Hamlets,873,324,549,Jobcentre Plus,6
2023-08-01,London,Newham,866,318,548,Health Services,5
2023-08-01,London,Hackney,1397,530,867,Citizens Advice,6
2023-08-01,London,Lambeth,411,182,229,Jobcentre Plus,3
2023-08-01,South East,Brighton,494,189,305,Health Services,5
2023-08-01,South East,Portsmouth,452,154,298,Jobcentre Plus,8
2023-08-01,South East,Reading,644,198,446,Jobcentre Plus,8
2023-08-01,South East,Southampton,956,403,553,Social Services,5
2023-08-01,South West,Bristol,502,217,285,Jobcentre Plus,4
2023-08-01,South West,Plymouth,976,382,594,Jobcentre Plus,6
2023-08-01,South West,Exeter,730,234,496,Jobcentre Plus,5
2023-08-01,South West,Gloucester,979,363,616,Jobcentre Plus,7
2023-08-01,Wales,Cardiff,726,312,414,Housing Services,2
2023-08-01,Wales,Swansea,977,426,551,Housing Services,4
2023-08-01,Wales,Newport,1100,331,769,Jobcentre Plus,4
2023-08-01,Wales,Wrexham,1365,562,803,Other Agency,2
2023-08-01,Scotland,Glasgow,753,274,479,Jobcentre Plus,2
2023-08-01,Scotland,Edinburgh,892,374,518,Jobcentre Plus,5
2023-08-01,Scotland,Aberdeen,1379,475,904,Health Services,4
2023-08-01,Scotland,Dundee,1245,527,718,Citizens Advice,3
2023-09-01,North East,Newcastle,469,157,312,Self Referral,1
2023-09-01,North East,Sunderland,1316,433,883,School/College,3
2023-09-01,North East,Middlesbrough,453,161,292,Self Referral,2
2023-09-01,North East,Durham,656,244,412,Social Services,3
2023-09-01,North West,Manchester,1138,361,777,School/College,2
2023-09-01,North West,Liverpool,467,156,311,Jobcentre Plus,2
2023-09-01,North West,Preston,453,145,308,Social Services,4
2023-09-01,North West,Blackpool,432,156,276,Jobcentre Plus,2
2023-09-01,Yorkshire,Leeds,1039,455,584,Social Services,2
2023-09-01,Yorkshire,Sheffield,870,342,528,School/College,4
2023-09-01,Yorkshire,Bradford,691,292,399,School/College,4
2023-09-01,Yorkshire,Hull,792,298,494,Housing Services,2
2023-09-01,West Midlands,Birmingham,700,266,434,Citizens Advice,4
2023-09-01,West Midlands,Coventry,837,268,569,Jobcentre Plus,3
2023-09-01,West Midlands,Wolverhampton,529,198,331,Health Services,2
2023-09-01,West Midlands,Stoke,614,184,430,Jobcentre Plus,4
2023-09-01,East Midlands,Nottingham,302,134,168,Self Referral,4
2023-09-01,East Midlands,Leicester,959,335,624,Jobcentre Plus,5
2023-09-01,East Midlands,Derby,504,212,292,,3
2023-09-01,East Midlands,Lincoln,816,336,480,Jobcentre Plus,3
2023-09-01,East,Norwich,602,224,378,Jobcentre Plus,8
2023-09-01,East,Peterborough,755,308,447,Social Services,6
2023-09-01,East,Ipswich,621,243,378,Jobcentre Plus,7
2023-09-01,East,Cambridge,499,172,327,Jobcentre Plus,5
2023-09-01,London,Tower Hamlets,970,364,606,School/College,3
2023-09-01,London,Newham,677,206,471,Self Referral,4
2023-09-01,London,Hackney,540,167,373,Jobcentre Plus,3
2023-09-01,London,Lambeth,635,281,354,Jobcentre Plus,5
2023-09-01,South East,Brighton,562,193,369,Social Services,6
2023-09-01,South East,Portsmouth,225,99,126,School/College,7
2023-09-01,South East,Reading,268,120,148,Citizens Advice,5
2023-09-01,South East,Southampton,345,106,239,Social Services,8
2023-09-01,South West,Bristol,337,126,211,Citizens Advice,5
2023-09-01,South West,Plymouth,882,283,599,Social Services,4
2023-09-01,South West,Exeter,366,146,220,Jobcentre Plus,5
2023-09-01,South West,Gloucester,367,139,228,Jobcentre Plus,6
2023-09-01,Wales,Cardiff,1067,455,612,Housing Services,4
2023-09-01,Wales,Swansea,544,170,374,Housing Services,2
2023-09-01,Wales,Newport,313,117,196,Citizens Advice,3
2023-09-01,Wales,Wrexham,1004,410,594,Social Services,5
2023-09-01,Scotland,Glasgow,890,348,542,,4
2023-09-01,Scotland,Edinburgh,558,192,366,,4
2023-09-01,Scotland,Aberdeen,913,331,582,Jobcentre Plus,3
2023-09-01,Scotland,Dundee,841,281,560,Citizens Advice,5
2023-10-01,North East,Newcastle,1322,482,840,Jobcentre Plus,4
2023-10-01,North East,Sunderland,820,281,539,Jobcentre Plus,4
2023-10-01,North East,Middlesbrough,1178,357,821,Housing Services,2
2023-10-01,North East,Durham,944,370,574,Social Services,4
2023-10-01,North West,Manchester,1090,418,672,Health Services,4
2023-10-01,North West,Liverpool,836,342,494,School/College,1
2023-10-01,North West,Preston,561,227,334,Social Services,3
2023-10-01,North West,Blackpool,841,281,560,Jobcentre Plus,3
2023-10-01,Yorkshire,Leeds,539,178,361,Jobcentre Plus,2
2023-10-01,Yorkshire,Sheffield,963,402,561,Self Referral,5
2023-10-01,Yorkshire,Bradford,1008,447,561,Jobcentre Plus,4
2023-10-01,Yorkshire,Hull,861,377,484,Social Services,5
2023-10-01,West Midlands,Birmingham,924,403,521,Jobcentre Plus,2
2023-10-01,West Midlands,Coventry,1141,443,698,Health Services,2
2023-10-01,West Midlands,Wolverhampton,502,174,328,Jobcentre Plus,3
2023-10-01,West Midlands,Stoke,1057,414,643,Jobcentre Plus,3
2023-10-01,East Midlands,Nottingham,437,185,252,Jobcentre Plus,4
2023-10-01,East Midlands,Leicester,815,275,540,School/College,6
2023-10-01,East Midlands,Derby,850,334,516,Jobcentre Plus,3
2023-10-01,East Midlands,Lincoln,773,245,528,Jobcentre Plus,4
2023-10-01,East,Norwich,806,254,552,Social Services,7
2023-10-01,East,Peterborough,438,155,283,Jobcentre Plus,6
2023-10-01,East,Ipswich,536,203,333,Jobcentre Plus,6
2023-10-01,East,Cambridge,554,175,379,Jobcentre Plus,5
2023-10-01,London,Tower Hamlets,734,302,432,Jobcentre Plus,4
2023-10-01,London,Newham,629,252,377,Social Services,5
2023-10-01,London,Hackney,826,250,576,Jobcentre Plus,4
2023-10-01,London,Lambeth,370,127,243,Housing Services,6
2023-10-01,South East,Brighton,650,266,384,Citizens Advice,6
2023-10-01,South East,Portsmouth,626,194,432,Jobcentre Plus,7
2023-10-01,South East,Reading,407,155,252,Social Services,8
2023-10-01,South East,Southampton,275,95,180,Self Referral,7
2023-10-01,South West,Bristol,591,240,351,Jobcentre Plus,4
2023-10-01,South West,Plymouth,511,197,314,Social Services,4
2023-10-01,South West,Exeter,317,97,220,Social Services,4
2023-10-01,South West,Gloucester,284,107,177,Self Referral,7
2023-10-01,Wales,Cardiff,694,219,475,Other Agency,3
2023-10-01,Wales,Swansea,1013,306,707,,5
2023-10-01,Wales,Newport,1313,439,874,Jobcentre Plus,2
2023-10-01,Wales,Wrexham,771,238,533,Jobcentre Plus,3
2023-10-01,Scotland,Glasgow,367,153,214,Social Services,5
2023-10-01,Scotland,Edinburgh,316,137,179,Social Services,5
2023-10-01,Scotland,Aberdeen,741,222,519,Jobcentre Plus,4
2023-10-01,Scotland,Dundee,821,351,470,School/College,3
2023-11-01,North East,Newcastle,911,307,604,Jobcentre Plus,3
2023-11-01,North East,Sunderland,918,287,631,,4
2023-11-01,North East,Middlesbrough,1215,395,820,,2
2023-11-01,North East,Durham,821,324,497,Social Services,3
2023-11-01,North West,Manchester,460,141,319,Jobcentre Plus,2
2023-11-01,North West,Liverpool,499,206,293,Health Services,2
2023-11-01,North West,Preston,531,237,294,Social Services,2
2023-11-01,North West,Blackpool,1415,493,922,Citizens Advice,4
2023-11-01,Yorkshire,Leeds,814,345,469,Jobcentre Plus,3
2023-11-01,Yorkshire,Sheffield,465,202,263,Jobcentre Plus,3
2023-11-01,Yorkshire,Bradford,1210,534,676,Citizens Advice,5
2023-11-01,Yorkshire,Hull,1138,357,781,Self Referral,4
2023-11-01,West Midlands,Birmingham,1135,417,718,Jobcentre Plus,5
2023-11-01,West Midlands,Coventry,392,152,240,Jobcentre Plus,5
2023-11-01,West Midlands,Wolverhampton,757,332,425,Other Agency,4
2023-11-01,West Midlands,Stoke,891,395,496,Other Agency,4
2023-11-01,East Midlands,Nottingham,738,282,456,Jobcentre Plus,3
2023-11-01,East Midlands,Leicester,420,129,291,Jobcentre Plus,4
2023-11-01,East Midlands,Derby,640,242,398,Jobcentre Plus,4
2023-11-01,East Midlands,Lincoln,612,219,393,Jobcentre Plus,5
2023-11-01,East,Norwich,839,360,479,Health Services,6
2023-11-01,East,Peterborough,548,232,316,Jobcentre Plus,8
2023-11-01,East,Ipswich,627,195,432,Citizens Advice,5
2023-11-01,East,Cambridge,253,96,157,Housing Services,6
2023-11-01,London,Tower Hamlets,879,377,502,Jobcentre Plus,3
2023-11-01,London,Newham,753,261,492,,4
2023-11-01,London,Hackney,620,270,350,Health Services,5
2023-11-01,London,Lambeth,1001,422,579,Jobcentre Plus,6
2023-11-01,South East,Brighton,670,252,418,Social Services,7
2023-11-01,South East,Portsmouth,459,158,301,Housing Services,7
2023-11-01,South East,Reading,712,261,451,Jobcentre Plus,6
2023-11-01,South East,Southampton,804,268,536,Social Services,8
2023-11-01,South West,Bristol,467,183,284,Jobcentre Plus,7
2023-11-01,South West,Plymouth,569,230,339,School/College,6
2023-11-01,South West,Exeter,371,120,251,School/College,7
2023-11-01,South West,Gloucester,898,338,560,Health Services,4
2023-11-01,Wales,Cardiff,522,186,336,Health Services,3
2023-11-01,Wales,Swansea,686,239,447,,4
2023-11-01,Wales,Newport,613,204,409,Housing Services,3
2023-11-01,Wales,Wrexham,454,199,255,Jobcentre Plus,4
2023-11-01,Scotland,Glasgow,733,222,511,Self Referral,2
2023-11-01,Scotland,Edinburgh,835,264,571,Social Services,5
2023-11-01,Scotland,Aberdeen,656,230,426,Social Services,4
2023-11-01,Scotland,Dundee,667,272,395,Self Referral,2
2023-12-01,North East,Newcastle,1608,572,1036,School/College,3
2023-12-01,North East,Sunderland,785,243,542,,4
2023-12-01,North East,Middlesbrough,1357,409,948,Self Referral,2
2023-12-01,North East,Durham,1638,612,1026,Jobcentre Plus,4
2023-12-01,North West,Manchester,871,264,607,Jobcentre Plus,2
2023-12-01,North West,Liverpool,790,252,538,Jobcentre Plus,2
2023-12-01,North West,Preston,783,292,491,Health Services,4
2023-12-01,North West,Blackpool,613,271,342,Citizens Advice,1
2023-12-01,Yorkshire,Leeds,849,308,541,Health Services,3
2023-12-01,Yorkshire,Sheffield,756,266,490,Self Referral,5
2023-12-01,Yorkshire,Bradford,631,277,354,Social Services,2
2023-12-01,Yorkshire,Hull,950,318,632,Health Services,2
2023-12-01,West Midlands,Birmingham,1396,596,800,Jobcentre Plus,4
2023-12-01,West Midlands,Coventry,1818,685,1133,Self Referral,4
2023-12-01,West Midlands,Wolverhampton,1769,762,1007,Health Services,5
2023-12-01,West Midlands,Stoke,1768,594,1174,Jobcentre Plus,5
2023-12-01,East Midlands,Nottingham,1377,463,914,Health Services,3
2023-12-01,East Midlands,Leicester,956,286,670,Citizens Advice,5
2023-12-01,East Midlands,Derby,1243,549,694,Jobcentre Plus,5
2023-12-01,East Midlands,Lincoln,772,259,513,Citizens Advice,5
2023-12-01,East,Norwich,364,111,253,Self Referral,6
2023-12-01,East,Peterborough,889,271,618,Jobcentre Plus,7
2023-12-01,East,Ipswich,565,184,381,Social Services,8
2023-12-01,East,Cambridge,927,289,638,Social Services,7
2023-12-01,London,Tower Hamlets,1120,428,692,Health Services,5
2023-12-01,London,Newham,1165,513,652,Health Services,6
2023-12-01,London,Hackney,984,301,683,Social Services,6
2023-12-01,London,Lambeth,799,329,470,Jobcentre Plus,4
2023-12-01,South East,Brighton,890,342,548,Jobcentre Plus,5
2023-12-01,South East,Portsmouth,751,322,429,School/College,6
2023-12-01,South East,Reading,804,304,500,Social Services,6
2023-12-01,South East,Southampton,647,271,376,Social Services,8
2023-12-01,South West,Bristol,949,325,624,Jobcentre Plus,4
2023-12-01,South West,Plymouth,1087,465,622,School/College,6
2023-12-01,South West,Exeter,642,201,441,Social Services,4
2023-12-01,South West,Gloucester,1320,425,895,Social Services,5
2023-12-01,Wales,Cardiff,1791,543,1248,,5
2023-12-01,Wales,Swansea,1334,416,918,Housing Services,2
2023-12-01,Wales,Newport,1012,451,561,Social Services,4
2023-12-01,Wales,Wrexham,638,216,422,Jobcentre Plus,5
2023-12-01,Scotland,Glasgow,1377,478,899,School/College,4
2023-12-01,Scotland,Edinburgh,1267,564,703,School/College,2
2023-12-01,Scotland,Aberdeen,1382,562,820,Jobcentre Plus,3
2023-12-01,Scotland,Dundee,740,301,439,Health Services,4
2024-01-01,North East,Newcastle,950,342,608,Citizens Advice,3
2024-01-01,North East,Sunderland,1629,520,1109,Housing Services,2
2024-01-01,North East,Middlesbrough,604,241,363,,4
2024-01-01,North East,Durham,891,281,610,School/College,1
2024-01-01,North West,Manchester,1955,715,1240,School/College,3
2024-01-01,North West,Liverpool,1318,423,895,Jobcentre Plus,2
2024-01-01,North West,Preston,1874,606,1268,Citizens Advice,2
2024-01-01,North West,Blackpool,765,245,520,Self Referral,4
2024-01-01,Yorkshire,Leeds,870,389,481,Jobcentre Plus,5
2024-01-01,Yorkshire,Sheffield,594,226,368,Social Services,5
2024-01-01,Yorkshire,Bradford,618,203,415,Citizens Advice,4
2024-01-01,Yorkshire,Hull,1673,572,1101,Health Services,3
2024-01-01,West Midlands,Birmingham,1243,530,713,Jobcentre Plus,5
2024-01-01,West Midlands,Coventry,859,315,544,Self Referral,5
2024-01-01,West Midlands,Wolverhampton,1787,587,1200,Jobcentre Plus,3
2024-01-01,West Midlands,Stoke,1747,627,1120,Housing Services,3
2024-01-01,East Midlands,Nottingham,596,185,411,Citizens Advice,4
2024-01-01,East Midlands,Leicester,1048,373,675,Housing Services,5
2024-01-01,East Midlands,Derby,508,187,321,Social Services,4
2024-01-01,East Midlands,Lincoln,557,187,370,Housing Services,3
2024-01-01,East,Norwich,495,166,329,Other Agency,8
2024-01-01,East,Peterborough,1182,437,745,Jobcentre Plus,6
2024-01-01,East,Ipswich,500,182,318,Health Services,5
2024-01-01,East,Cambridge,678,216,462,Jobcentre Plus,5
2024-01-01,London,Tower Hamlets,765,252,513,School/College,5
2024-01-01,London,Newham,1187,448,739,Jobcentre Plus,4
2024-01-01,London,Hackney,745,311,434,Self Referral,6
2024-01-01,London,Lambeth,1687,577,1110,Jobcentre Plus,5
2024-01-01,South East,Brighton,1001,384,617,School/College,7
2024-01-01,South East,Portsmouth,560,186,374,Jobcentre Plus,8
2024-01-01,South East,Reading,842,289,553,Jobcentre Plus,5
2024-01-01,South East,Southampton,774,286,488,Health Services,8
2024-01-01,South West,Bristol,409,175,234,Jobcentre Plus,4
2024-01-01,South West,Plymouth,546,231,315,Citizens Advice,4
2024-01-01,South West,Exeter,1044,425,619,School/College,5
2024-01-01,South West,Gloucester,1171,511,660,Jobcentre Plus,7
2024-01-01,Wales,Cardiff,1161,349,812,Jobcentre Plus,4
2024-01-01,Wales,Swansea,618,258,360,Jobcentre Plus,3
2024-01-01,Wales,Newport,1073,425,648,School/College,5
2024-01-01,Wales,Wrexham,506,208,298,Social Services,5
2024-01-01,Scotland,Glasgow,1474,635,839,Jobcentre Plus,2
2024-01-01,Scotland,Edinburgh,851,382,469,Social Services,3
2024-01-01,Scotland,Aberdeen,893,308,585,School/College,4
2024-01-01,Scotland,Dundee,1519,585,934,School/College,2
2024-02-01,North East,Newcastle,1510,593,917,Housing Services,2
2024-02-01,North East,Sunderland,937,364,573,Citizens Advice,1
2024-02-01,North East,Middlesbrough,977,426,551,Jobcentre Plus,2
2024-02-01,North East,Durham,2162,917,1245,Jobcentre Plus,4
2024-02-01,North West,Manchester,1457,582,875,Social Services,4
2024-02-01,North West,Liverpool,1398,462,936,Jobcentre Plus,4
2024-02-01,North West,Preston,885,359,526,Housing Services,2
2024-02-01,North West,Blackpool,1771,677,1094,Jobcentre Plus,1
2024-02-01,Yorkshire,Leeds,1235,382,853,Jobcentre Plus,4
2024-02-01,Yorkshire,Sheffield,440,151,289,Health Services,2
2024-02-01,Yorkshire,Bradford,1405,564,841,Health Services,2
2024-02-01,Yorkshire,Hull,853,315,538,Jobcentre Plus,3
2024-02-01,West Midlands,Birmingham,1088,434,654,School/College,5
2024-02-01,West Midlands,Coventry,655,265,390,Housing Services,2
2024-02-01,West Midlands,Wolverhampton,2025,824,1201,Citizens Advice,5
2024-02-01,West Midlands,Stoke,1290,410,880,Jobcentre Plus,3
2024-02-01,East Midlands,Nottingham,1329,560,769,Jobcentre Plus,6
2024-02-01,East Midlands,Leicester,1283,425,858,Housing Services,3
2024-02-01,East Midlands,Derby,904,404,500,Health Services,4
2024-02-01,East Midlands,Lincoln,1076,380,696,Social Services,4
2024-02-01,East,Norwich,924,412,512,Jobcentre Plus,6
2024-02-01,East,Peterborough,1190,383,807,,7
2024-02-01,East,Ipswich,1029,333,696,Social Services,6
2024-02-01,East,Cambridge,515,200,315,Jobcentre Plus,7
2024-02-01,London,Tower Hamlets,1007,401,606,Social Services,4
2024-02-01,London,Newham,1194,499,695,Social Services,5
2024-02-01,London,Hackney,1039,436,603,Jobcentre Plus,3
2024-02-01,London,Lambeth,661,244,417,Self Referral,3
2024-02-01,South East,Brighton,583,222,361,Social Services,8
2024-02-01,South East,Portsmouth,559,186,373,Jobcentre Plus,7
2024-02-01,South East,Reading,575,250,325,Social Services,6
2024-02-01,South East,Southampton,569,235,334,Housing Services,6
2024-02-01,South West,Bristol,1011,319,692,Social Services,6
2024-02-01,South West,Plymouth,1092,457,635,Jobcentre Plus,6
2024-02-01,South West,Exeter,1166,394,772,Social Services,6
2024-02-01,South West,Gloucester,851,294,557,Housing Services,7
2024-02-01,Wales,Cardiff,685,268,417,Social Services,4
2024-02-01,Wales,Swansea,1647,511,1136,School/College,3
2024-02-01,Wales,Newport,1391,420,971,Social Services,4
2024-02-01,Wales,Wrexham,773,299,474,Health Services,2
2024-02-01,Scotland,Glasgow,904,402,502,Jobcentre Plus,2
2024-02-01,Scotland,Edinburgh,923,332,591,Jobcentre Plus,2
2024-02-01,Scotland,Aberdeen,771,303,468,Jobcentre Plus,5
2024-02-01,Scotland,Dundee,915,402,513,Health Services,3
2024-03-01,North East,Newcastle,661,249,412,School/College,1
2024-03-01,North East,Sunderland,1067,463,604,Jobcentre Plus,3
2024-03-01,North East,Middlesbrough,780,304,476,Jobcentre Plus,3
2024-03-01,North East,Durham,1394,430,964,Health Services,1
2024-03-01,North West,Manchester,386,122,264,Health Services,2
2024-03-01,North West,Liverpool,1014,435,579,Health Services,4
2024-03-01,North West,Preston,1271,462,809,Jobcentre Plus,4
2024-03-01,North West,Blackpool,597,260,337,Health Services,1
2024-03-01,Yorkshire,Leeds,564,186,378,Health Services,5
2024-03-01,Yorkshire,Sheffield,601,195,406,Social Services,2
2024-03-01,Yorkshire,Bradford,375,118,257,Social Services,2
2024-03-01,Yorkshire,Hull,670,269,401,Self Referral,2
2024-03-01,West Midlands,Birmingham,757,323,434,School/College,4
2024-03-01,West Midlands,Coventry,1025,314,711,Social Services,2
2024-03-01,West Midlands,Wolverhampton,540,238,302,Jobcentre Plus,5
2024-03-01,West Midlands,Stoke,391,164,227,School/College,4
2024-03-01,East Midlands,Nottingham,330,144,186,Social Services,5
2024-03-01,East Midlands,Leicester,578,209,369,Jobcentre Plus,4
2024-03-01,East Midlands,Derby,388,161,227,Social Services,6
2024-03-01,East Midlands,Lincoln,389,127,262,Health Services,3
2024-03-01,East,Norwich,491,205,286,Social Services,8
2024-03-01,East,Peterborough,502,163,339,Social Services,7
2024-03-01,East,Ipswich,410,152,258,School/College,7
2024-03-01,East,Cambridge,434,191,243,Social Services,7
2024-03-01,London,Tower Hamlets,942,288,654,School/College,5
2024-03-01,London,Newham,1111,386,725,Health Services,5
2024-03-01,London,Hackney,535,234,301,School/College,6
2024-03-01,London,Lambeth,328,108,220,Health Services,3
2024-03-01,South East,Brighton,838,344,494,Jobcentre Plus,6
2024-03-01,South East,Portsmouth,484,171,313,Jobcentre Plus,7
2024-03-01,South East,Reading,792,272,520,Jobcentre Plus,8
2024-03-01,South East,Southampton,492,153,339,Jobcentre Plus,6
2024-03-01,South West,Bristol,658,216,442,Social Services,6
2024-03-01,South West,Plymouth,908,278,630,Social Services,4
2024-03-01,South West,Exeter,756,294,462,Social Services,7
2024-03-01,South West,Gloucester,572,219,353,,7
2024-03-01,Wales,Cardiff,1096,449,647,Self Referral,4
2024-03-01,Wales,Swansea,710,295,415,Housing Services,3
2024-03-01,Wales,Newport,1199,516,683,Jobcentre Plus,5
2024-03-01,Wales,Wrexham,864,285,579,Jobcentre Plus,2
2024-03-01,Scotland,Glasgow,841,327,514,Housing Services,4
2024-03-01,Scotland,Edinburgh,1079,458,621,Jobcentre Plus,5
2024-03-01,Scotland,Aberdeen,1013,361,652,Housing Services,4
2024-03-01,Scotland,Dundee,386,128,258,School/College,2
2024-04-01,North East,Newcastle,1551,682,869,Self Referral,1
2024-04-01,North East,Sunderland,1227,527,700,Jobcentre Plus,4
2024-04-01,North East,Middlesbrough,1108,349,759,Social Services,2
2024-04-01,North East,Durham,575,248,327,Other Agency,1
2024-04-01,North West,Manchester,1326,526,800,Jobcentre Plus,3
2024-04-01,North West,Liverpool,601,261,340,Jobcentre Plus,4
2024-04-01,North West,Preston,1194,392,802,Health Services,2
2024-04-01,North West,Blackpool,916,403,513,Social Services,4
2024-04-01,Yorkshire,Leeds,749,291,458,Jobcentre Plus,2
2024-04-01,Yorkshire,Sheffield,1375,509,866,Jobcentre Plus,5
2024-04-01,Yorkshire,Bradford,1055,386,669,Jobcentre Plus,3
2024-04-01,Yorkshire,Hull,947,323,624,Jobcentre Plus,2
2024-04-01,West Midlands,Birmingham,1518,626,892,School/College,3
2024-04-01,West Midlands,Coventry,952,346,606,Citizens Advice,2
2024-04-01,West Midlands,Wolverhampton,820,358,462,Housing Services,4
2024-04-01,West Midlands,Stoke,1126,469,657,Self Referral,4
2024-04-01,East Midlands,Nottingham,1030,316,714,,3
2024-04-01,East Midlands,Leicester,676,242,434,Social Services,3
2024-04-01,East Midlands,Derby,751,321,430,,3
2024-04-01,East Midlands,Lincoln,1029,340,689,Social Services,3
2024-04-01,East,Norwich,921,348,573,School/College,6
2024-04-01,East,Peterborough,252,108,144,School/College,6
2024-04-01,East,Ipswich,399,126,273,Jobcentre Plus,6
2024-04-01,East,Cambridge,417,170,247,Jobcentre Plus,5
2024-04-01,London,Tower Hamlets,819,362,457,Self Referral,4
2024-04-01,London,Newham,677,283,394,Health Services,6
2024-04-01,London,Hackney,765,338,427,Other Agency,6
2024-04-01,London,Lambeth,324,111,213,Other Agency,3
2024-04-01,South East,Brighton,603,252,351,Jobcentre Plus,6
2024-04-01,South East,Portsmouth,241,90,151,Jobcentre Plus,8
2024-04-01,South East,Reading,856,382,474,Citizens Advice,6
2024-04-01,South East,Southampton,791,325,466,School/College,5
2024-04-01,South West,Bristol,250,100,150,Social Services,4
2024-04-01,South West,Plymouth,914,313,601,Self Referral,4
2024-04-01,South West,Exeter,272,113,159,School/College,7
2024-04-01,South West,Gloucester,723,255,468,Housing Services,7
2024-04-01,Wales,Cardiff,954,329,625,School/College,3
2024-04-01,Wales,Swansea,1378,612,766,School/College,3
2024-04-01,Wales,Newport,723,318,405,Jobcentre Plus,4
2024-04-01,Wales,Wrexham,587,239,348,Health Services,3
2024-04-01,Scotland,Glasgow,729,304,425,Housing Services,2
2024-04-01,Scotland,Edinburgh,1016,430,586,Jobcentre Plus,5
2024-04-01,Scotland,Aberdeen,998,352,646,Jobcentre Plus,5
2024-04-01,Scotland,Dundee,724,288,436,School/College,5
2024-05-01,North East,Newcastle,1291,503,788,Social Services,2
2024-05-01,North East,Sunderland,671,244,427,Jobcentre Plus,1
2024-05-01,North East,Middlesbrough,499,153,346,Jobcentre Plus,1
